Date,TotalReturnsIndex
2013-02-12,1376.45
2013-02-13,1377.76
2013-02-14,1373.12
2013-02-15,1369.44
2013-02-18,1367.89
2013-02-19,1379.87
2013-02-20,1381.4
2013-02-21,1365.99
2013-02-22,1366.83
2013-02-25,1371.67
2013-02-26,1362.36
2013-02-27,1364.52
2013-02-28,1355.6
2013-03-01,1361.71
2013-03-04,1351.08
2013-03-05,1370.72
2013-03-06,1373.28
2013-03-07,1383.24
2013-03-08,1393.14
2013-03-11,1389.5
2013-03-12,1383.53
2013-03-13,1376.29
2013-03-14,1382.68
2013-03-15,1385.9
2013-03-18,1380.9
2013-03-19,1365.19
2013-03-20,1361.62
2013-03-21,1356.26
2013-03-22,1356.83
2013-03-25,1349.52
2013-03-26,1358.13
2013-03-28,1365.38
2013-04-01,1366.24
2013-04-02,1378.32
2013-04-03,1363.09
2013-04-04,1339.32
2013-04-05,1339.3
2013-04-08,1339.28
2013-04-09,1323.87
2013-04-10,1332.14
2013-04-11,1340.05
2013-04-12,1314.67
2013-04-15,1313.84
2013-04-16,1331.28
2013-04-17,1335.06
2013-04-18,1345.34
2013-04-22,1342.52
2013-04-23,1345.34
2013-04-25,1354.05
2013-04-26,1347.37
2013-04-29,1361.11
2013-04-30,1388.37
2013-05-02,1398.74
2013-05-03,1400.9
2013-05-06,1412.61
2013-05-07,1426.01
2013-05-08,1429.17
2013-05-09,1425.95
2013-05-10,1433.48
2013-05-11,1438.71
2013-05-13,1409.51
2013-05-14,1413.64
2013-05-15,1429.41
2013-05-16,1424.23
2013-05-17,1424.72
2013-05-20,1420.36
2013-05-21,1417.59
2013-05-22,1423.65
2013-05-23,1406.63
2013-05-24,1403.65
2013-05-27,1424.99
2013-05-28,1432.22
2013-05-29,1437.08
2013-05-30,1442.16
2013-05-31,1425.01
2013-06-03,1417.85
2013-06-04,1416.01
2013-06-05,1411.77
2013-06-06,1410.18
2013-06-07,1408.47
2013-06-10,1408.32
2013-06-11,1390.48
2013-06-12,1375.14
2013-06-13,1364.19
2013-06-14,1380.57
2013-06-17,1391.22
2013-06-18,1389.39
2013-06-19,1392.61
2013-06-20,1368.57
2013-06-21,1371.28
2013-06-24,1352.26
2013-06-25,1354.91
2013-06-26,1356.76
2013-06-27,1381.06
2013-06-28,1403.57
2013-07-01,1407.83
2013-07-02,1407.03
2013-07-03,1398.15
2013-07-04,1424.9
2013-07-05,1427.32
2013-07-08,1428.22
2013-07-09,1437.41
2013-07-10,1437.29
2013-07-11,1460.72
2013-07-12,1482.64
2013-07-15,1494.86
2013-07-16,1500.82
2013-07-17,1526.0
2013-07-18,1538.36
2013-07-19,1550.82
2013-07-22,1556.49
2013-07-23,1562.4
2013-07-24,1562.72
2013-07-25,1540.0
2013-07-26,1535.55
2013-07-29,1526.02
2013-07-30,1513.77
2013-07-31,1523.4
2013-08-01,1518.19
2013-08-02,1513.29
2013-08-05,1516.36
2013-08-06,1490.06
2013-08-07,1471.48
2013-08-08,1481.27
2013-08-12,1509.41
2013-08-13,1521.87
2013-08-14,1527.59
2013-08-16,1484.08
2013-08-19,1462.02
2013-08-20,1452.82
2013-08-21,1416.93
2013-08-22,1450.82
2013-08-23,1459.9
2013-08-26,1473.45
2013-08-27,1441.53
2013-08-28,1451.61
2013-08-29,1479.11
2013-08-30,1502.3
2013-09-02,1521.14
2013-09-03,1478.36
2013-09-04,1505.94
2013-09-05,1505.04
2013-09-06,1515.72
2013-09-10,1576.33
2013-09-11,1578.6
2013-09-12,1561.24
2013-09-13,1554.35
2013-09-16,1544.17
2013-09-17,1560.76
2013-09-18,1566.79
2013-09-19,1603.26
2013-09-20,1597.4
2013-09-23,1591.29
2013-09-24,1585.33
2013-09-25,1586.64
2013-09-26,1587.27
2013-09-27,1582.53
2013-09-30,1571.19
2013-10-01,1574.07
2013-10-03,1602.01
2013-10-04,1601.88
2013-10-07,1609.6
2013-10-08,1612.06
2013-10-09,1630.24
2013-10-10,1631.76
2013-10-11,1640.58
2013-10-14,1649.64
2013-10-15,1650.42
2013-10-17,1635.15
2013-10-18,1655.93
2013-10-21,1654.06
2013-10-22,1660.63
2013-10-23,1647.62
2013-10-24,1632.49
2013-10-25,1630.58
2013-10-28,1613.94
2013-10-29,1639.19
2013-10-30,1650.1
2013-10-31,1651.91
2013-11-01,1648.67
2013-11-03,1653.76
2013-11-05,1630.51
2013-11-06,1632.86
2013-11-07,1637.78
2013-11-08,1628.15
2013-11-11,1619.33
2013-11-12,1614.81
2013-11-13,1608.72
2013-11-14,1607.81
2013-11-18,1629.78
2013-11-19,1627.14
2013-11-20,1610.77
2013-11-21,1583.66
2013-11-22,1580.8
2013-11-25,1600.38
2013-11-26,1589.43
2013-11-27,1588.22
2013-11-28,1593.71
2013-11-29,1610.75
2013-12-02,1621.2
2013-12-03,1616.73
2013-12-04,1608.05
2013-12-05,1603.26
2013-12-06,1611.51
2013-12-09,1627.0
2013-12-10,1640.47
2013-12-11,1640.61
2013-12-12,1622.08
2013-12-13,1608.54
2013-12-16,1608.53
2013-12-17,1613.17
2013-12-18,1630.32
2013-12-19,1634.14
2013-12-20,1656.27
2013-12-23,1654.92
2013-12-24,1654.36
2013-12-26,1654.58
2013-12-27,1666.23
2013-12-30,1660.72
2013-12-31,1664.53
2014-01-01,1665.96
2014-01-02,1650.93
2014-01-03,1662.6
2014-01-06,1661.88
2014-01-07,1655.82
2014-01-08,1663.03
2014-01-09,1664.22
2014-01-10,1673.79
2014-01-13,1687.96
2014-01-14,1681.22
2014-01-15,1696.12
